,content,label
387,"['yes', 'could', 'link', 'yt', 'u', 'use']",Negative
388,"['cheer', 'cause', 'haha', 'maybe', 'might', 'let', 'one', 'day', 'thanks', 'kindly']",Positive
389,"['th', 'cinepambata', 'video', 'festival', 'complete', 'mechanic', 'official', 'entry', 'form', 'may', 'download', 'sali', 'na', 'd']",Positive
390,"['head', 'ache']",Negative
391,"['how', 's', 'thing', 'look', 'tomorrow', 'anything', 'look', 'like', 'go', 'wrong']",Positive
392,"['preferred', 'term', 'whomosexual', 'otherwise', 'sound', 'like', 'plan']",Positive
393,['wait'],Positive
394,"['stats', 'day', 'arrive', 'new', 'follower', 'unfollowers', 'via']",Positive
395,"['lemme', 'cover', 'u', 'lipstick', 'n', 'cran', 'vodka']",Positive
396,"['popped', 'like', 'helium', 'balloon']",Negative
397,"['another', 'jumpsuit', 'bt', 'denim', 'flipkartfashionfriday']",Positive
398,"['kind', 'feedback', 'truly', 'make', 'day', 'perfect', 'way', 'end', 'work', 'week']",Positive
399,"['lose', 'd']",Positive
400,"['head', 'kill', 'today']",Negative
401,"['m', 's', 'kitkat', 'please']",Negative
402,"['beginning', 'line', 'up', 'leave', 'line', 'up']",Positive
403,"['indicate', 'sms', 'receive']",Negative
404,['welcome'],Positive
405,"['i', 'm', 'excite', 'what', 's', 'come', 'really', 'deserve']",Positive
406,"['two', 'month', 'im', 'still', 'hurt']",Negative
407,"['u', 'care', 'make', 'diff']",Negative
408,['feel'],Negative
409,"['bitchface', 'perfect', 'd']",Positive
410,"['last', 'thing', 'labour', 'need', 'leader', 'people', 'want', 'vote', 'jeremy', 'leader', 'jezwecan', 'read', 'brilliant']",Positive
411,"['i', 'll', 'never', 'get', 'use', 'thank', 'much']",Positive
412,"['i', 'm', 'sorry', 'spam', 'guy']",Negative
413,"['world', 'awful']",Negative
414,"['add', 'kik', 'lorm', 'kik', 'kikmeguys', 'blonde', 'rp', 'kikmenow', 'indiemusic', 'selfshot']",Negative
415,"['love', 'much']",Negative
416,"['thankyou', 'pretty']",Positive
417,"['miss', 'you', 's', 'lot', 'hope', 'see', 'you', 's', 'soon', 'x']",Negative
418,"['great', 'new', 'opportunity', 'junior', 'triathletes', 'age', 'gatorade', 'series', 'get', 'entry']",Positive
419,"['followed', 'thanks', 'please', 'followed']",Negative
420,"['gagal', 'total', 'teenchoice', 'choiceinternationalartist', 'superjunior']",Negative
421,"['well', 'apparently', 'post', 'graduate', 'student', 'still', 'dey', 'go', 'serve']",Negative
422,"['life', 'kutiyapanti', 'd', 'love', 'life', 'd']",Positive
423,"['wait', 'everyone', 'photo', 'phone', 'wonder', 'talk', 'lol', 'd']",Positive
424,"['ehh', 'dont', 'think', 'line', 'support']",Negative
425,"['wiellys', 'follback', 'ya']",Positive
426,"['really', 'dont', 'wanna', 'go', 'home', 'today']",Negative
427,"['party', 'd', 'printer', 'celebrating', 'future', 'technology', 's', 'possibility', 'touch', 'today']",Positive
428,"['celebrate', 'end', 'work', 'week', 'invite', 'friend', 'dine', 'experience', 'modern', 'korean', 'house']",Positive
429,"['yes', 'already', 'add', 'please', 'check', 'final', 'design']",Positive
430,"['happy', 'friday']",Positive
431,"['miss', 'apink', 'performance']",Negative
432,"['can', 't', 'sleep']",Negative
433,"['aww', 'ok', 'cuz', 'make', 'mistakes']",Positive
434,"['love', 'get', 'outfit', 'right', 'fun']",Negative
435,"['wish', 'good', 'makeup', 'thing', 'im', 'good', 'eyeliner']",Negative
436,"['jgh', 'fr', 'smf', 'ft', 'w', 'girl']",Positive
437,"['hey', 'hey', 'd']",Positive
438,"['yes', 'bro', 'lose', 'many']",Negative
439,"['love', 'much', 'beli', 'eve', 'wi', 'll', 'follow', 'please', 'follow', 'please', 'justi', 'n', 'x']",Negative
440,"['we', 're', 'gonna', 'run', 'cali', 'w', 'woe']",Negative
441,"['d', 'saw', 'diva', 'ff', 'know', 'friday']",Positive
442,"['oh', 'wow', 'thank', 'skin', 'go', 'perfect', 'time', 'head', 'lagos', 'travel']",Positive
443,"['thanks', 'follow', 'enjoy', 'tweet', 'let', 'friend', 'gta', 'giveaway']",Positive
444,"['lol', 'right', 'write', 'd']",Positive
445,"['fancy', 'kevin', 'clifton', 'strictly', 'come', 'dance', 'much', 'he', 's', 'married', 'whyyyyy']",Negative
446,"['get', 'pay', 'i', 'm', 'open', 'kind', 'offer']",Negative
447,"['mumbai', 'gujarat', 'rain', 'distrubed', 'collection', 'otherwise', 'bb', 'week', 'cr', 'inspite', 'bb', 'high', 'record', 'holder', 'till']",Positive
448,"['here', 's', 'cute', 'panda', 'make', 'day']",Positive
449,"['follow', 'back', 'pleasse']",Positive
450,"['hi', 'we', 're', 'sorry', 'hear', 'log', 'able', 'see', 'information', 'need']",Negative
451,"['oh', 'yeah', 'definitely', 'go', 'try', 'tonight', 'take', 'advice', 'treviso']",Positive
452,"['ask', 'make', 'year']",Positive
453,"['one', 'ok', 'i', 'll', 'run', 'photo', 'moment', 'd']",Positive
454,['love'],Negative
455,"['thanks', 'follow', 'great', 'day']",Positive
456,"['happy', 'tripping', 'farbridges']",Positive
457,"['dishoom', 'make', 'way', 'rajnigandha', 'day', 'go', 'share', 'u', 'version', 'beautiful', 'song']",Positive
458,"['self', 'esteem', 'low']",Negative
459,"['oo', 'pre', 'i', 'm', 'sick', 'huhu', 'sad', 'hahaha']",Negative
460,"['every', 'year']",Positive
461,"['ever', 'situation', 'thanks', 'favourite']",Positive
462,"['month', 'since', 'saw']",Negative
463,"['even', 'know', 'could', 'get', 'hot', 'fml']",Negative
464,"['try', 'turn']",Positive
465,"['short', 'talk', 'last', 'day', 'beach', 'via']",Negative
466,"['i', 'm', 'sorry', 'run', 'friend', 'rough', 'day', 'i', 'll', 'try', 'stream', 'saturday']",Positive
467,"['one', 'gift', 'feeling', 'jealous']",Negative
468,"['snapchat', 'sexyjudy', 'snapchat', 'kikmeboys', 'tagsforlikes', 'pussy', 'gay', 'indiemusic', 'sexo']",Positive
469,"['tune', 'back', 'hubby', 'u', 'play', 'queen', 'pls']",Positive
470,"['i', 'm', 'proud', 'heart', 'play', 'stab', 'cheat', 'burn', 'break', 'somehow', 'still', 'work', 'unknown']",Negative
471,"['a', 'would', 'sad', 'world', 'woman', 'wsalelove']",Negative
472,"['powys', 'close', 'shropshire', 'border']",Positive
473,"['followfriday', 'top', 'engage', 'member', 'community', 'week']",Positive
474,"['thanks', 'retweet', 'friend']",Positive
475,"['follow', 'back', 'thankyou']",Positive
476,"['hello', 'info', 'possible', 'interest', 'jonathas', 'close', 'join', 'betis']",Negative
477,"['get', 'home', 'heavy', 'rain']",Negative
478,"['one', 'help']",Negative
479,"['feel', 'like', 'ytd']",Negative
480,[],Negative
481,"['hi', 'bam', 'follow', 'bestfriend', 'love', 'lot', 'see', 'warsaw', 'love', 'x']",Positive
482,"['trusting', 'favourite', 'airline', 'deliver', 'always', 'good', 'luck']",Positive
483,"['snapchat', 'shoshannavassil', 'snapchat', 'kik', 'addmeonsnapchat', 'dmme', 'xxx', 'mpoints', 'hotel']",Positive
484,"['weekend', 'work', 'studying']",Negative
485,"['jummah', 'mubarak', 'remember', 'prayrs']",Positive
486,"['day', 'life', 'video', 'uppe', 'om', 'minuter', 'd']",Positive
487,"['yes', 'car']",Positive
488,"['unfortunately', 'curious', 'english', 'on', 'board', 'announcement', 'say', 'trespasser', 'fr', 'clandestins']",Negative
489,"['remember', 'oh', 'god', 'frank', 'iero', 'phase', 'd']",Positive
490,"['sad', 'day', 'nathan']",Negative
491,"['good', 'think', 'first', 'isp']",Positive
492,"['please', 'nice', 'tomorrow', 'weather', 'otherwise', 'picnic', 'cancel', 'i', 've', 'get', 'cupcake', 'eat']",Negative
493,"['im', 'sed', 'person', 'im', 'meeting', 'late', 'im', 'end', 'sg', 'havent', 'take', 'dinner', 'yet', 'bless']",Negative
494,"['depends', 'vet', 'visit', 'sick', 'cat', 'i', 'll', 'let', 'know']",Negative
495,"['lol', 'i', 'm', 'still', 'fluent', 'people', 'say', 'sound', 'white', 'varsity', 'ruin', 'sengenza', 'typo', 'use', 'word', 'context']",Negative
496,"['prompt', 'claim', 'far', 'kinda', 'like', 'i', 've', 'aready', 'read', 'something', 'similar', 'soulmate', 'au', 'canon', 'zzz']",Negative
497,"['stats', 'week', 'arrive', 'new', 'follower', 'unfollowers', 'via']",Positive
498,"['mum', 'decides', 'walk', 'scold', 'clean', 'room', 'sit', 'chill']",Negative
499,"['hope', 'enjoy']",Positive
500,"['like', 'video', 'pasha', 'crying', 'terrible', 'donate']",Negative
501,"['nice', 'knowing']",Positive
502,"['behave', 'else', 'u', 'jump', 'julias', 'malema', 'd']",Positive
503,"['i', 'll', 'around', 'train', 'delay']",Negative
504,"['u', 'follbaaack']",Positive
505,"['give', 'skype', 'name', 'facetime', 'work']",Negative
506,"['tried', 'make', 'prison', 'style', 'alcohol', 'fail', 'badly', 'end', 'massive', 'dose', 'shit']",Negative
507,"['hasb', 'sms', 'k', 'message', 'atty', 'hain', 'mujy', 'sirf']",Negative
508,"['need', 'translator']",Negative
509,"['tf', 'can', 't', 'find', 'subtitle', 'oitnb', 'need', 'understand', 'changs', 'backstory']",Negative
510,"['pains', 'tummy', 'back', 'keep', 'waking', 'literally', 'can', 't', 'get', 'comfortable']",Negative
511,['aww'],Negative
512,"['stats', 'day', 'arrive', 'new', 'follower', 'unfollowers', 'via']",Positive
513,"['thank', 'follow', 'great', 'day']",Positive
514,"['there', 's', 'nothing', 'cool', 'totally', 'someone', 'bitterness', 'anger', 'hatred', 'towards', 'pure', 'indifference']",Positive
515,"['repeat', 'audience']",Negative
516,"['good', 'match', 'nite', 'boys', 'let', 'go', 'comp', 'high', 'enjoy', 'vikings', 't', 'blast']",Positive
517,"['brilliant', 'article', 'independent', 'sums', 'current', 'labour', 'leadership', 'debacle', 'perfectly', 'enjoy']",Positive
518,"['say', 'i', 'm', 'ideal', 'type', 'weekly', 'idol', 'make', 'love', 'pose', 'tell', 'meet', 'worry']",Positive
519,"['week', 'can', 't', 'wait', 'week']",Negative
520,"['like', 'paper', 'book']",Negative
521,"['paper', 'girl', 'd']",Positive
522,"['miss', 'someone', 'come', 'ill']",Negative
523,"['follow', 'follow', 'u', 'back']",Positive
524,"['play', 'al', 'n', 'he', 'll', 'score', 'fuck', 'night']",Positive
525,"['mission', 'bear', 'fail']",Negative
526,"['angry', 'grandpa', 'plays', 'minecraft', 'animation', 'minecraft', 'click', 'aqui', 'd']",Positive
527,"['chloe', 'watch', 'let', 'yesterday', 'really', 'awesome', 'really', 'talented', 'intelligent', 'actress', 'beautiful']",Positive
528,"['poor', 'bastard']",Negative
529,"['mad', 'yuki', 'egg', 'see', 'im', 'mad']",Negative
530,"['r', 'u', 'gonna', 'sarajevo', 'live', 'like', 'hour']",Negative
531,"['wanna', 'go', 'six', 'flag']",Negative
532,"['money', 'money']",Negative
533,"['hahaha', 'thus', 'sneak', 'away', 'log', 'niteflirt', 'd']",Positive
534,"['cool', 'congrats', 'kylie', 'u', 'look', 'nice']",Positive
535,"['real', 'trick', 'shot']",Positive
536,"['ella', 'cheer', 'pls']",Negative
537,"['real', 'liam', 'payne', 'please', 'follow', 'wait', 'follow', 'back', 'please', 'follow', 'back', 'retweet', 'reply']",Negative
538,"['sad', 'reason', 'suck', 'u', 'dunno', 'stop', 'sad', 'u', 'gotta', 'chill', 'ur', 'room', 'listen', 'music', 'b', 'alone']",Negative
539,"['thanks', 'god', 'friday', 'jgh']",Positive
540,"['bet', 'wonder', 'happen', 'try', 'calm', 'start']",Negative
541,"['omg', 'beautiful', 'miss', 'soooooooo', 'much']",Negative
542,"['hope', 'miss', 'na', 'kita', 'cry', 'ia']",Negative
543,"['hey', 'fav', 'nirvana', 'song', 'smell', 'like', 'teen', 'spirit', 'rip', 'amy', 'winehouse']",Positive
544,"['hey', 'liam', 'know', 'sweet', 'spot', 's', 'around', 'barnstaple', 'bideford', 'stay', 'day', 'planning', 'abit', 'road', 'trip']",Positive
545,"['sleep', 'pill', 'i', 've', 'nocturnal', 'past', 'couple', 'day']",Positive
546,"['cant', 'find', 'book', 'keep', 'sane']",Negative
547,"['saw', 'chris', 'brown']",Negative
548,"['thank', 'lovely', 'specialist', 'breathe', 'people']",Positive
549,"['that', 's', 'good']",Positive
550,"['aw', 'bless', 'make', 'smile', 'i', 'm', 'miss']",Negative
551,"['cutest', 'dance', 'ever']",Negative
552,"['happy', 'birthday', 'g', 'best', 'life']",Positive
553,"['rbi', 'make', 'cage', 'parrot', 'ly', 'election', 'commission', 'cag', 'r', 'leave', 'power', 'strip', 'gujarat', 'model', 'complete', 'sad']",Negative
554,['app'],Negative
555,"['gonna', 'miss', 'btob']",Negative
556,"['ff', 'could', 'anyone', 'resist', 'beautiful', 'smile', 'quacketyquack']",Positive
557,"['walkin', 'around']",Positive
558,"['popped', 'confetti', 'though']",Negative
559,"['thanks', 'share']",Positive
560,"['god', 'give', 'us', 'strength', 'purpose', 'help', 'others', 'struggle']",Positive
561,"['regret', 'nothing']",Positive
562,"['end', 'happy']",Positive
563,"['people', 'r', 'u']",Negative
564,"['mean', 'low', 'limit', 'table', 'xd']",Negative
565,"['hello', 'original', 'new', 'mercedes', 'hood', 'badge']",Positive
566,"['may', 'allah', 'save', 'us', 'pakistan', 'juudiciary']",Negative
567,['rib'],Positive
568,"['thanks', 'bob', 'i', 'll', 'sure', 'pass', 'ellie', 'mairi']",Positive
569,"['dont', 'either', 'ugly', 'cushion', 'little', 'long', 'thanks', 'help']",Negative
570,"['look', 'beautiful', 'wanna', 'go', 'back']",Negative
571,"['place', 'forever', 'hold', 'special', 'place', 'heart', 'gonna', 'miss', 'germany']",Negative
572,"['think', 'would', 'like', 'answer', 'question']",Negative
573,"['thats', 'wing']",Negative
574,"['aww', 'really', 'wanna', 'get', 'hope', 'wish', 'would']",Negative
575,"['back', 'home', 'rize', 'meydan']",Negative
576,"['wheres', 'gf']",Negative
577,"['i', 've', 'watch', 'cooking', 'tutorial', 'thing', 'plan', 'summer']",Negative
578,"['typo', 'ye']",Negative
579,"['honestly', 'make', 'sick', 'stomach', 'rip', 'lose', 'life', 'last', 'night']",Negative
580,"['wonder', 'happen', 'early', 'realize', 'leadership', 'wakeupgop']",Negative
581,"['gyu', 'look', 'really', 'good', 'denim']",Negative
582,"['i', 'm', 'sorry']",Negative
583,"['dont', 'sad', 'ily']",Negative
584,"['love', 'much', 'beli', 'eve', 'wi', 'll', 'follow', 'please', 'follow', 'please', 'justi', 'n', 'x']",Negative
585,"['congrats', 'ryan', 'jamie', 'delighted', 'xx']",Positive
586,"['jumma', 'mubarak', 'stay', 'blessed']",Positive
587,"['friday', 's', 'give', 'us', 'call', 'today', 'commercial', 'farm', 'insurance', 'requirement', 'happyfriday', 'lookfortheo']",Positive
588,"['computer', 'break', 'wait', 'fix', 'miss', 'much', 'twitter', 'guys', 'all', 'love']",Negative
589,['anonymous'],Positive
590,"['great', 'read', 'matthew', 'really', 'interesting', 'think', 'provoke']",Positive
591,"['i', 'm', 'thirstyyyy']",Negative
592,"['hi', 'bam', 'follow', 'bestfriend', 'love', 'lot', 'see', 'warsaw', 'love', 'x']",Positive
593,"['finally', 'hate', 'switzerland', 'kfc']",Negative
594,"['easy', 'get', 'go', 'work', 'come', 'home', 'bout', 'take', 'care', 'home', 'family', 'therein', 'that', 's', 'see']",Positive
595,"['gals', 'also', 'bend', 'one', 'knee', 'put', 'men', 'bend', 'two', 'knee', 'pleasure', 'men', 'heaven']",Positive
596,"['evolution', 'd']",Positive
597,"['laying', 'greeting', 'card', 'range', 'print', 'today', 'love', 'job']",Positive
598,"['i', 've', 'literally', 'recover']",Negative
599,"['exactly', 'mauliate', 'ito']",Positive
600,"['welsh', 'wales', 'today', 'yippee']",Positive
601,"['three', 'dream', 'last', 'night', 'one', 'want', 'remember', 'two', 'want', 'remember']",Negative
602,"['could', 'really', 'use', 'hug', 'maybe', 'icecream']",Negative
603,"['ack', 'think', 'read', 'hear', 'good', 'thing', 'far', 'seem', 'awesome', 'hih']",Positive
604,"['nice', 'hair', 'tbh']",Positive
605,"['love', 'big', 'juicy', 'selfies']",Positive
606,"['ff', 'follow', 'nc', 'guy']",Positive
607,"['far', 'would', 'go', 'win', 'camara', 'know', 'bride', 'wore', 'coveralls', 'romance', 'inspy']",Negative
608,"['i', 'm', 'sorry', 'people', 'shit', 'respect', 'personal', 'space']",Negative
609,"['instore', 'card', 'expire', 'june', 'havent', 'send', 'new', 'one']",Negative
610,"['hate', 'people', 'text', 'back']",Negative
611,"['cold', 'sore', 'ew', 'h', 'help']",Negative
612,"['love', 'connie', 'fabulous', 'ship', 'amazing', 'crew', 'staff', 'great', 'time']",Positive
613,"['square', 'enix', 'bissmillah', 'ya', 'allah']",Positive
614,"['last', 'night', 's', 'sky', 'holiday', 'sunshine', 'sky', 'pretty']",Positive
615,"['pick', 'please', 'employers']",Positive
616,"['need', 'go', 'school', 'shopping', 'school', 'start', 'almost', 'week']",Negative
617,"['bright', 'weather', 'today', 'hope', 'london', 'hot', 'tommorow', 'can', 't', 'wait', 'go', 'tommorow', 'd']",Positive
618,"['dear', 'crush', 'apple', 'eye']",Positive
619,"['fuq', 'ilhoon', 'always', 'ganteng']",Negative
620,"['love', 'wakeup', 'beside', 'real', 'dirty', 'dirty', 'sex']",Positive
621,"['almost', 'i', 'm', 'tired']",Negative
622,"['hello', 'get', 'youth', 'job', 'opportunities', 'follow']",Positive
623,"['miss', 'kid']",Negative
624,"['i', 'm', 'fuck']",Negative
625,"['feeling', 'infinite', 'win', 'today']",Negative
626,"['halesowen', 'blackcountryfair', 'tomorrow', 'follower', 'go', 'come', 'say', 'hello', 'stand', 'high', 'street']",Positive
627,['miss'],Negative
628,"['guys', 'add', 'kik', 'therver', 'kik', 'hornykik', 'bestoftheday', 'girls', 'wife', 'premiostumundo', 'oralsex']",Positive
629,"['yes', 'i', 'll', 'stream']",Negative
630,"['go', 'hokies', 'biz', 'internship', 'post', 'university', 'recruiting', 'non', 'tech', 'website', 'i', 'll', 'dm', 'info']",Positive
631,"['omg', 'happen']",Negative
632,"['oh', 'cool', 'work', 'cheers']",Positive
633,['hello'],Positive
634,"['know', 'racist', 'call', 'hulk', 'd']",Positive
635,"['ff', 'great', 'day', 'everyone']",Positive
636,"['still', 'work']",Negative
637,"['miss', 'baby', 'onemochaonelove']",Positive
638,"['fuck', 'andy']",Negative
639,"['new', 'user']",Positive
640,"['yes', 'youre', 'right', 'sad', 'many', 'intolerant', 'scar', 'xenophobes']",Negative
641,"['case', 'bae', 'act', 'brand', 'new']",Positive
642,"['yay', 'bunny']",Positive
643,"['dearslim', 'play', 'role', 'billy', 'hope', 'would', 'like', 'play', 'role', 'another', 'character']",Positive
644,"['horrible', 'weather', 'go', 'work']",Negative
645,"['first', 'time', 'life', 'i', 've', 'hold', 'boobs', 'whilst', 'run', 'stair', 'bra', 'life']",Negative
646,"['nice', 'one', 'd']",Positive
647,"['wish', 'alex', 'could', 'rub', 'belly', 'till', 'fell', 'asleep']",Negative
648,"['ice', 'cream', 'sandwich', 'plsss']",Negative
649,"['im', 'give', 'u', 'something', 'u', 'deserve', 'take']",Positive
650,"['payday', 'feel', 'like', 'payhour', 'go', 'bill', 'immediately']",Negative
651,"['oh', 'dog', 'pee', 'bag', 'take', 'newwine']",Negative
652,"['ourdaughtersourpride', 'dhan', 'dhan', 'satguru', 'tera', 'hi', 'aasra', 'many', 'congratulation', 'pita', 'g', 'keep', 'bless', 'always']",Positive
